"Population"	"Units"	"Date"	"Area/Population Densit"	"geogcode"	"Rural Urban"	"value type"	"value"	"flag"
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000156"	"Rural (total)"	"number"	24779	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000156"	"Rural town and fringe"	"number"	20241	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000156"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000156"	"Rural village"	"number"	4377	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000156"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000156"	"Rural hamlet and isolated dwellings"	"number"	161	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000156"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000170"	"Urban (total)"	"number"	118592	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000170"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000170"	"Urban minor conurbation"	"number"	35493	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000170"	"Urban city and town"	"number"	83099	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000170"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000170"	"Rural (total)"	"number"	905	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000170"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000170"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000170"	"Rural village"	"number"	586	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000170"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000170"	"Rural hamlet and isolated dwellings"	"number"	319	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000170"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000171"	"Urban (total)"	"number"	65275	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000171"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000171"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000171"	"Urban city and town"	"number"	65275	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000171"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000171"	"Rural (total)"	"number"	47588	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000171"	"Rural town and fringe"	"number"	20752	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000171"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000171"	"Rural village"	"number"	21857	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000171"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000171"	"Rural hamlet and isolated dwellings"	"number"	4979	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000171"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000172"	"Urban (total)"	"number"	109064	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000172"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000172"	"Urban minor conurbation"	"number"	106448	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000172"	"Urban city and town"	"number"	2616	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000172"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000172"	"Rural (total)"	"number"	423	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000172"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000172"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000172"	"Rural village"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000172"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000172"	"Rural hamlet and isolated dwellings"	"number"	423	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000172"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000173"	"Urban (total)"	"number"	92826	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000173"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000173"	"Urban minor conurbation"	"number"	91369	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000173"	"Urban city and town"	"number"	1457	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000173"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000173"	"Rural (total)"	"number"	20717	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000173"	"Rural town and fringe"	"number"	16188	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000173"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000173"	"Rural village"	"number"	2580	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000173"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000173"	"Rural hamlet and isolated dwellings"	"number"	1949	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000173"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000174"	"Urban (total)"	"number"	90763	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000174"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000174"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000174"	"Urban city and town"	"number"	90763	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000174"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000174"	"Rural (total)"	"number"	13703	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000174"	"Rural town and fringe"	"number"	12950	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000174"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000174"	"Rural village"	"number"	753	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000174"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000174"	"Rural hamlet and isolated dwellings"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000174"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000175"	"Urban (total)"	"number"	47710	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000175"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000175"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000175"	"Urban city and town"	"number"	47710	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000175"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000175"	"Rural (total)"	"number"	67107	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000175"	"Rural town and fringe"	"number"	44261	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000175"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000175"	"Rural village"	"number"	15221	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000175"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000175"	"Rural hamlet and isolated dwellings"	"number"	7625	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000175"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000176"	"Urban (total)"	"number"	48297	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000176"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000176"	"Urban minor conurbation"	"number"	48065	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000176"	"Urban city and town"	"number"	232	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000176"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000176"	"Rural (total)"	"number"	62832	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000176"	"Rural town and fringe"	"number"	43977	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000176"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000176"	"Rural village"	"number"	16668	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000176"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000176"	"Rural hamlet and isolated dwellings"	"number"	2187	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000176"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000019"	"Urban (total)"	"number"	84335	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000019"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000019"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000019"	"Urban city and town"	"number"	82342	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000019"	"Urban city and town in a sparse setting"	"number"	1993	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000019"	"Rural (total)"	"number"	99142	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000019"	"Rural town and fringe"	"number"	15437	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000019"	"Rural town and fringe in a sparse setting"	"number"	2427	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000019"	"Rural village"	"number"	32874	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000019"	"Rural village in a sparse setting"	"number"	6681	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000019"	"Rural hamlet and isolated dwellings"	"number"	30764	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000019"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	10959	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000051"	"Urban (total)"	"number"	130660	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000051"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000051"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000051"	"Urban city and town"	"number"	120145	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000051"	"Urban city and town in a sparse setting"	"number"	10515	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000051"	"Rural (total)"	"number"	175469	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000051"	"Rural town and fringe"	"number"	65308	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000051"	"Rural town and fringe in a sparse setting"	"number"	4392	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000051"	"Rural village"	"number"	42946	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000051"	"Rural village in a sparse setting"	"number"	4619	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000051"	"Rural hamlet and isolated dwellings"	"number"	49423	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000051"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	8781	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000021"	"Urban (total)"	"number"	248337	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000021"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000021"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000021"	"Urban city and town"	"number"	248337	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000021"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000021"	"Rural (total)"	"number"	671	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000021"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000021"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000021"	"Rural village"	"number"	483	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000021"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000021"	"Rural hamlet and isolated dwellings"	"number"	188	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000021"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000020"	"Urban (total)"	"number"	155464	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000020"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000020"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000020"	"Urban city and town"	"number"	155464	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000020"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000020"	"Rural (total)"	"number"	11177	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000020"	"Rural town and fringe"	"number"	632	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000020"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000020"	"Rural village"	"number"	5793	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000020"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000020"	"Rural hamlet and isolated dwellings"	"number"	4752	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E06000020"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000192"	"Urban (total)"	"number"	86695	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000192"	"Urban major conurbation"	"number"	61340	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000192"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000192"	"Urban city and town"	"number"	25355	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000192"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000192"	"Rural (total)"	"number"	10767	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000192"	"Rural town and fringe"	"number"	7956	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000192"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000192"	"Rural village"	"number"	1966	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000192"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000192"	"Rural hamlet and isolated dwellings"	"number"	845	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000192"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000193"	"Urban (total)"	"number"	87409	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000193"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000193"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000193"	"Urban city and town"	"number"	87409	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000193"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000193"	"Rural (total)"	"number"	26174	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000193"	"Rural town and fringe"	"number"	11153	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000193"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000193"	"Rural village"	"number"	6816	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000193"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000193"	"Rural hamlet and isolated dwellings"	"number"	8205	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000193"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000194"	"Urban (total)"	"number"	70940	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000194"	"Urban major conurbation"	"number"	30088	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000194"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000194"	"Urban city and town"	"number"	40852	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000194"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000194"	"Rural (total)"	"number"	29714	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000194"	"Rural town and fringe"	"number"	14252	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000194"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000194"	"Rural village"	"number"	7609	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000194"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000194"	"Rural hamlet and isolated dwellings"	"number"	7853	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000194"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000195"	"Urban (total)"	"number"	98400	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000195"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000195"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000195"	"Urban city and town"	"number"	98400	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000195"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000195"	"Rural (total)"	"number"	25471	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000195"	"Rural town and fringe"	"number"	12811	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000195"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000195"	"Rural village"	"number"	9666	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000195"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000195"	"Rural hamlet and isolated dwellings"	"number"	2994	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000195"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000196"	"Urban (total)"	"number"	65746	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000196"	"Urban major conurbation"	"number"	63533	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000196"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000196"	"Urban city and town"	"number"	2213	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000196"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000196"	"Rural (total)"	"number"	42385	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000196"	"Rural town and fringe"	"number"	25498	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000196"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000196"	"Rural village"	"number"	10131	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000196"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000196"	"Rural hamlet and isolated dwellings"	"number"	6756	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000196"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000197"	"Urban (total)"	"number"	90750	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000197"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000197"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000197"	"Urban city and town"	"number"	90750	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000197"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000197"	"Rural (total)"	"number"	40119	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000197"	"Rural town and fringe"	"number"	14877	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000197"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000197"	"Rural village"	"number"	15909	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000197"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000197"	"Rural hamlet and isolated dwellings"	"number"	9333	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000197"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000198"	"Urban (total)"	"number"	65880	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000198"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000198"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000198"	"Urban city and town"	"number"	65880	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000198"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000198"	"Rural (total)"	"number"	31226	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000198"	"Rural town and fringe"	"number"	8266	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000198"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000198"	"Rural village"	"number"	11180	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000198"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000198"	"Rural hamlet and isolated dwellings"	"number"	11780	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000198"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000199"	"Urban (total)"	"number"	76813	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000199"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000199"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000199"	"Urban city and town"	"number"	76813	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000199"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000199"	"Rural (total)"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000199"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000199"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000199"	"Rural village"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000199"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000199"	"Rural hamlet and isolated dwellings"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000199"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000218"	"Urban (total)"	"number"	15588	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000218"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000218"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000218"	"Urban city and town"	"number"	15588	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000218"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000218"	"Rural (total)"	"number"	46426	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000218"	"Rural town and fringe"	"number"	31113	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000218"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000218"	"Rural village"	"number"	8763	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000218"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000218"	"Rural hamlet and isolated dwellings"	"number"	6550	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000218"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000219"	"Urban (total)"	"number"	125252	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000219"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000219"	"Urban minor conurbation"	"number"	0	""
